youtube_title,youtube_url
JiaJia家家[命運]MV官方完整版-中視[蘭陵王]插曲,https://www.youtube.com/watch?v=LWmVK8K2QhM
韋禮安 Weibird Wei - 在你身邊 By Your Side (官方版MV) - 2014美國棉年度代言主題曲,https://www.youtube.com/watch?v=tHmsHgQSsbo
兄弟本色 G.U.T.S【迷途羔羊 Lost in Connection】Official Music Video,https://www.youtube.com/watch?v=fma8xxecY38
莊心妍 走着走着就散了MV,https://www.youtube.com/watch?v=Dtk99vJXuAE
羅志祥Show Lo - 不具名的悲傷Anonymous Sadness (Official HD MV),https://www.youtube.com/watch?v=HfO2yMfLsw0
[avex官方HD] A-Lin 好朋友的祝福 (MV完整版),https://www.youtube.com/watch?v=LbDizRI5wrA
陳勢安 Andrew Tan -  好愛好散 Blue Love Theme (華納official 高畫質HD官方完整版MV),https://www.youtube.com/watch?v=PCCoDZ0fkV8
[avex官方] A-Lin 給我一個理由忘記 (MV完整版),https://www.youtube.com/watch?v=F5FlN-NBGo8
Mayday五月天【入陣曲】MV官方動畫版-中視[蘭陵王]片頭曲,https://www.youtube.com/watch?v=DDs5bXh4erM
HEBE TIEN 田馥甄 [不醉不會 Learning From Drunk ] Official MV HD,https://www.youtube.com/watch?v=7gQxgKaiPzk
林芯儀 Shennio Lin《道聽塗說》Remembering You Official 完整版MV【HD】,https://www.youtube.com/watch?v=Rk2MW6L89mY
卓義峯 Yifeng Zhuo - 再見煙火 Goodbye Firework【豐華唱片official 官方MV】,https://www.youtube.com/watch?v=yjWwfDW9IoA
盧廣仲 Crowd Lu 【刻在我心底的名字 Your Name Engraved Herein】 Official Music Video  （刻在你心底的名字電影主題曲）,https://www.youtube.com/watch?v=m78lJuzftcc
郁可唯 Yisa Yu [ 路過人間 Walking by the world ] Official Music Video（電視劇《我們與惡的距離》插曲）,https://www.youtube.com/watch?v=FMl7GEaYwAE
畢書盡 Bii - Come back to me (官方版MV) - 三立偶像劇『真愛黑白配』片頭曲,https://www.youtube.com/watch?v=CRJDQQXS4uE
畢書盡 Bii - Love More (官方版MV) - 三立/東森偶像劇「料理高校生」插曲、面膜廣告歌曲,https://www.youtube.com/watch?v=b1E70mAzNwY
胡彥斌 Tiger Hu 【你要的全拿走 Take Everything You Want】 HD 官方高清完整版 MV,https://www.youtube.com/watch?v=9HDHnU-Vl0g
HEBE TIEN 田馥甄 [愛著愛著就永遠 Forever Love] Official MV HD,https://www.youtube.com/watch?v=fJWN7wtvaJ0
韋禮安 Weibird Wei - 女孩 Girl (官方版MV) - 2015 韋禮安「放開那女孩 Free That Girl」小巨蛋演唱會求愛主題曲、衛視中文台戲劇「長不大的爸爸」片頭曲,https://www.youtube.com/watch?v=ZPALMaXLfIw
蕭敬騰 只能想念你 完整版MV -華納official HQ官方版MV,https://www.youtube.com/watch?v=VEYVQmgWsIg
Della丁噹 [ 身不由己Lose Myself ] MV官方完整版-戲劇「步步驚情」主題曲之一,https://www.youtube.com/watch?v=UdqMU9IJLW4
蘇打綠 sodagreen -【喜歡寂寞】,https://www.youtube.com/watch?v=AUv4_lsYb6U
曾沛慈 Pets Tseng - 不過失去了一點點 Just Lose It (Hurt so much) (官方版MV) - 八大綜合台戲劇「終極惡女」片尾曲,https://www.youtube.com/watch?v=7dKOb-dKAyg
Kimberley陳芳語《分手說愛你》 Official MV (HD),https://www.youtube.com/watch?v=8TdW38mtd98
頑童MJ116【幹大事 BIG THING】Official Music Video,https://www.youtube.com/watch?v=COS0pHrCi0k
周杰倫 Jay Chou【說好不哭 Won't Cry (with 五月天阿信 Mayday Ashin)】Official MV,https://www.youtube.com/watch?v=HK7SPnGSxLM
郁可唯 Yisa Yu【好朋友只是朋友】台視、三立華劇「小資女孩向前衝」插曲 Official Music Video,https://www.youtube.com/watch?v=JqipicNx1Ds
張惠妹 A-Mei - 我最親愛的 My Dearest (official官方完整版MV),https://www.youtube.com/watch?v=TVjsnSJlULg
林俊傑 JJ Lin【她說 She Says】官方完整版 MV（孫燕姿作詞）,https://www.youtube.com/watch?v=BocMPQv9brE
Mayday五月天 [ 如果我們不曾相遇What If We Had Never Met ] Official Music Video,https://www.youtube.com/watch?v=eZMH6Mo0f9A
丁噹【一個人不可能】 MV官方完整版-三立「真愛找麻煩」插曲,https://www.youtube.com/watch?v=h8eDcnBTbFc
周杰倫 Jay Chou【說好不哭 Won't Cry (with 五月天阿信 Mayday Ashin)】Official MV,https://www.youtube.com/watch?v=HK7SPnGSxLM
G.E.M.【再見 GOODBYE】Official MV [HD] 鄧紫棋,https://www.youtube.com/watch?v=Lhel0tzHE08
Rene劉若英[幸福不是情歌]MV官方完整版-三立華劇[兩個爸爸]片尾曲,https://www.youtube.com/watch?v=Hn4FqYCFcak
玖壹壹-打鐵,https://www.youtube.com/watch?v=EZkW_75NK0c
蕭敬騰 Jam Hsiao - 讓我為你唱情歌 A Love Song For You (華納official 官方MV),https://www.youtube.com/watch?v=atGbcYTjZCY
瘦子E.SO【CHANGE】Official Music Video(5K),https://www.youtube.com/watch?v=HTRQ0n4yjfs
李榮浩 Ronghao Li - 不將就 Stubborn Love (Official 高畫質 HD 官方完整版 MV),https://www.youtube.com/watch?v=a9ot-Fa9KHk
TANK [ 你的情歌 Your Love Song ] Official Music Video (電影【你的情歌】主題曲),https://www.youtube.com/watch?v=MeGrr-lWpxU
林芯儀 Shennio Lin - 等一個人 (官方版MV) - 電影「等一個人咖啡」主題曲,https://www.youtube.com/watch?v=NluFa3bwZig
陳勢安 Andrew Tan - 心˙洞 (官方版MV),https://www.youtube.com/watch?v=LgbIeqIGz4s
林京燁(Kim) '妮妮(NiNI) ' Official music video ｜那對夫妻 (Nico&Kim&Nini),https://www.youtube.com/watch?v=UvNBwbOFwrw
田馥甄 Hebe Tien [還是要幸福 Still in Happiness] Official MV,https://www.youtube.com/watch?v=1CcQDuuhdXA
黃美珍Jane Huang – 途中 (「愛上巧克力」片尾曲 / Lyric Video),https://www.youtube.com/watch?v=XnPsTuFz5n4
Della丁噹【好難得One In A Thousand】MV官方完整版,https://www.youtube.com/watch?v=8yvWJ6nq_HE
周杰倫 Jay Chou[不愛我就拉倒],https://www.youtube.com/watch?v=MAjY8mCTXWk
楊丞琳Rainie Yang - 失憶的金魚 (Official HD MV),https://www.youtube.com/watch?v=kn6_RH1t7_I
茄子蛋EggPlantEgg - 浪子回頭 Back Here Again (Official Music Video),https://www.youtube.com/watch?v=x3bDhtuC5yk
林依晨 Ariel Lin - 翅膀 (官方版MV) - 偶像劇「我可能不會愛你」OST,https://www.youtube.com/watch?v=jOcF78dru3I
陳柏霖 Bo-Lin Chen - 我不會喜歡你 (官方版MV) - 偶像劇「我可能不會愛你」OST,https://www.youtube.com/watch?v=PTa1Z8Dk4P0
Della丁噹 [ 一半 ] MV官方完整高清版,https://www.youtube.com/watch?v=HyHU7DzADTI
Ann白安【是什麼讓我遇見這樣的你What brings me to you】 MV官方完整版,https://www.youtube.com/watch?v=aVmZpcrQBU4
《芒种》音阙诗听/赵方婧 官方高画质 Official HD MV丨Grain in Ear丨Mang Chủng,https://www.youtube.com/watch?v=q2WvTaqe9zU
玖壹壹-我的路,https://www.youtube.com/watch?v=mNMH7SLGDOw
Rosie楊凱琳&余楓《怎麼還不愛 Why Not Love》Official Music Video,https://www.youtube.com/watch?v=3q6D0wMX_H0
Yen-j嚴爵【好的情人】MV官方完整版,https://www.youtube.com/watch?v=qIAFyPYlq_U
G.E.M.鄧紫棋【很久以後 Long After】MV （電影《可不可以，你也剛好喜歡我》主題曲),https://www.youtube.com/watch?v=2BEFukvLZfI
林凡 Freya Lim【重傷 Wounded】Official Music Video,https://www.youtube.com/watch?v=usNHFmYx9YU
林凡 Freya Lim【五天幾年 5 days】Official Music Video,https://www.youtube.com/watch?v=PtrIG-4ulTE
孫子涵 Niko Sun - 回憶那麼傷 Sad Memory (官方版MV) -  電視劇《羋月傳》片頭片尾曲,https://www.youtube.com/watch?v=LTb4EQBAMbw
楊丞琳 Rainie Yang - 我們都傻,https://www.youtube.com/watch?v=tXAI6OqvvCo
Della丁噹 [ 我沒那麼愛你Not So In Love ] MV官方完整版,https://www.youtube.com/watch?v=gahRZyt_nYE
G.E.M.鄧紫棋【差不多姑娘 MISS SIMILAR 】Real Talk版 Official Music Video,https://www.youtube.com/watch?v=s4pxJ-1QLQg
Yen-j嚴爵【吾在場證明】MV官方完整版,https://www.youtube.com/watch?v=BkTqW9ohMTM
ELLA [ 信愛成癮 Love Addiction ] Official Music Video (韓劇「皮諾丘」片尾曲),https://www.youtube.com/watch?v=M6bu1SNBhTo
蕭敬騰 Jam Hsiao - Marry Me (華納official 官方完整版MV),https://www.youtube.com/watch?v=HFnugU9kKlg
G.E.M.鄧紫棋【透明 Selfless】Official Music Video,https://www.youtube.com/watch?v=-CwoylxqVPA
楊丞琳Rainie Yang 青春住了誰Youth Lies Within(Official HD MV),https://www.youtube.com/watch?v=x4s-th4N2og
李榮浩 Ronghao Li - 不搭 Unsuited (Official 高畫質 HD 官方完整版 MV),https://www.youtube.com/watch?v=XehBhb2WdS0
楊丞琳Rainie Yang - 年輪說 Traces of Time In Love (Official HD MV),https://www.youtube.com/watch?v=anurOHpo0aY
接個吻，開一槍、沈以誠、薛明媛 - 失眠飛行【動態歌詞Lyrics】,https://www.youtube.com/watch?v=a4eR-5OJ-7Q
范瑋琪 Christine Fan - 悄悄告訴你 (官方歌詞版) - 電影『被偷走的那五年』主題曲,https://www.youtube.com/watch?v=J0Pv4YmRMAU
郭靜 Claire Kuo - 陪著我的時候想著她 (官方版MV),https://www.youtube.com/watch?v=Hn8yhgxpzS4
G.E.M.【夜空中最亮的星】Official Audio [HD] 鄧紫棋,https://www.youtube.com/watch?v=j22AIr5KlTc
王心凌 Cyndi Wang – 變成陌生人 (Official Music Video),https://www.youtube.com/watch?v=3B4fyi-xXzo
筷子兄弟-小蘋果KTV版,https://www.youtube.com/watch?v=Hpnub-uM6eo
Eric周興哲《永不失聯的愛 Unbreakable Love》『原創概念版』Official Music Video 《小妖的金色城堡》主題曲,https://www.youtube.com/watch?v=WJK8486VjfU
林俊傑 JJ Lin - 偉大的渺小 Little Big Us (華納 Official HD 官方MV),https://www.youtube.com/watch?v=JwjBbWQs71k
林凡 Freya Lim【一個人生活 Living alone】Official Music Video (2012幸福蛻變版),https://www.youtube.com/watch?v=hUJl1HwYIN8
謝和弦 R-chord – 備胎 Spare Tire (feat. Eetu Kalavainen) (Official Music Video),https://www.youtube.com/watch?v=9cr16Y7SSlI
任然 - 飛鳥和蟬【動態歌詞】「你驕傲的飛遠 我棲息的夏天」♪,https://www.youtube.com/watch?v=V0XUd8f2pz8
Wincci 蘇盈之【幸福就好】我租了一個情人 國民療傷情歌 片尾曲官方HD MV,https://www.youtube.com/watch?v=o5xRSeQGhgI
Yen-j嚴爵【潔癖（feat.五月天）】MV官方完整版-綠箭口香糖廣告曲,https://www.youtube.com/watch?v=EyUVN9Hu7t8
Wincci 蘇盈之【不應該勇敢】美味的想念 強檔華劇片尾曲 官方HD MV,https://www.youtube.com/watch?v=sy6iayqit6c
茄子蛋EggPlantEgg - 浪流連 Waves Wandering (Official Music Video),https://www.youtube.com/watch?v=3Y0Ut5ozaKs
周杰倫 Jay Chou【聽見下雨的聲音 Rhythm of the Rain】Official MV,https://www.youtube.com/watch?v=zqKoXPHhmsM
Mayday五月天【諾亞方舟】MV官方完整版-2012世界巡迴主題曲,https://www.youtube.com/watch?v=V46K7apDziA
林俊傑 JJ Lin - 黑夜問白天 53‭ ‬Dawns (華納 Official HD 官方MV),https://www.youtube.com/watch?v=DrBQeUOdQ_Y
頑童MJ116【辣台妹 HOT CHICK】Official Music Video,https://www.youtube.com/watch?v=zJx6v_APhWA
Show Lo - 獨一無二 (Only You),https://www.youtube.com/watch?v=kchgp0E-P4w
汪蘇瀧 - 有點甜(Official MV),https://www.youtube.com/watch?v=OtEJ6LGCW-U
林俊傑 JJ Lin – 關鍵詞 The Key (華納 Official 高畫質 HD 官方完整版 MV),https://www.youtube.com/watch?v=YFr6p7vB9hc
